Epoch		Step		TotalStep		Det-loss		Reg-loss		TrainMode
6		120		11900		0.0081		0.0039		1
6		220		12000		0.0078		0.0055		1
6		320		12100		0.0126		0.0058		1
6		420		12200		0.0234		0.2830		1
6		520		12300		0.0152		0.0333		1
6		620		12400		0.0083		0.0018		1
6		720		12500		0.0134		0.0031		1
6		820		12600		0.0124		0.0581		1
6		920		12700		0.0087		0.0041		1
6		1020		12800		0.0120		0.0009		1
6		1120		12900		0.0126		0.0032		1
6		1220		13000		0.0166		0.0395		1
6		1320		13100		0.0150		0.0570		1
6		1420		13200		0.0089		0.0130		1
6		1520		13300		0.0093		0.0106		1
6		1620		13400		0.0208		0.0120		1
6		1720		13500		0.0084		0.0015		1
6		1820		13600		0.0086		0.0030		1
6		1920		13700		0.0108		0.0251		1
6		2020		13800		0.0093		0.0642		1
6		2120		13900		0.0097		0.0033		1
6		2220		14000		0.0131		0.0069		1
6		2320		14100		0.0064		0.0015		1
7		64		14200		0.0133		0.0014		1
7		164		14300		0.0136		0.0009		1
7		264		14400		0.0088		0.0109		1
7		364		14500		0.0099		0.0008		1
7		464		14600		0.0065		0.0020		1
7		564		14700		0.0084		0.0207		1
7		664		14800		0.0095		0.0009		1
7		764		14900		0.0419		0.0031		1
7		864		15000		0.0097		0.0034		1
7		964		15100		0.0084		0.0137		1
7		1064		15200		0.0115		0.0169		1
7		1164		15300		0.0112		0.0051		1
7		1264		15400		0.0094		0.0145		1
7		1364		15500		0.0100		0.0456		1
7		1464		15600		0.0135		0.0187		1
7		1564		15700		0.0138		0.0023		1
7		1664		15800		0.0096		0.0330		1
7		1764		15900		0.0083		0.0048		1
7		1864		16000		0.0215		0.0872		1
7		1964		16100		0.0114		0.0156		1
7		2064		16200		0.0162		0.0051		1
7		2164		16300		0.0089		0.0162		1
7		2264		16400		0.0113		0.0018		1
8		8		16500		0.0147		0.0090		1
8		108		16600		0.0107		0.0319		1
8		208		16700		0.0200		0.0010		1
8		308		16800		0.0183		0.0229		1
8		408		16900		0.0067		0.0007		1
8		508		17000		0.0089		0.0022		1
8		608		17100		0.0149		0.0023		1
8		708		17200		0.0092		0.0211		1
8		808		17300		0.0097		0.0017		1
8		908		17400		0.0260		0.2306		1
8		1008		17500		0.0180		0.0464		1
8		1108		17600		0.0112		0.0083		1
8		1208		17700		0.0109		0.1014		1
8		1308		17800		0.0108		0.0089		1
8		1408		17900		0.0087		0.0023		1
8		1508		18000		0.0078		0.0026		1
8		1608		18100		0.0121		0.0955		1
8		1708		18200		0.0102		0.0576		1
8		1808		18300		0.0078		0.0057		1
8		1908		18400		0.0068		0.0085		1
8		2008		18500		0.0103		0.0110		1
8		2108		18600		0.0077		0.0008		1
8		2208		18700		0.0114		0.0149		1
8		2308		18800		0.0096		0.0118		1
9		52		18900		0.0094		0.0018		1
9		152		19000		0.0688		0.0133		1
9		252		19100		0.0093		0.0051		1
9		352		19200		0.0089		0.0011		1
9		452		19300		0.0087		0.0013		1
9		552		19400		0.0149		0.0137		1
9		652		19500		0.0145		0.0124		1
9		752		19600		0.0110		0.0447		1
9		852		19700		0.0088		0.0039		1
9		952		19800		0.0086		0.0142		1
9		1052		19900		0.0098		0.0087		1
9		1152		20000		0.0093		0.0164		1
9		1252		20100		0.0102		0.0254		1
9		1352		20200		0.0187		0.0306		1
9		1452		20300		0.0122		0.0093		1
9		1552		20400		0.0078		0.0036		1
9		1652		20500		0.0175		0.0231		1
9		1752		20600		0.0141		0.0061		1
9		1852		20700		0.0129		0.0123		1
9		1952		20800		0.0151		0.0031		1
9		2052		20900		0.0104		0.0185		1
9		2152		21000		0.0073		0.0037		1
9		2252		21100		0.0072		0.0024		1
9		2352		21200		0.0108		0.0518		1
10		96		21300		0.0069		0.0006		1
10		196		21400		0.0106		0.0053		1
10		296		21500		0.0106		0.0022		1
10		396		21600		0.0137		0.0025		1
10		496		21700		0.0065		0.0103		1
10		596		21800		0.0091		0.0014		1
10		696		21900		0.0104		0.0110		1
10		796		22000		0.0117		0.0052		1
10		896		22100		0.0073		0.0620		1
10		996		22200		0.0112		0.0023		1
10		1096		22300		0.0060		0.0054		1
10		1196		22400		0.0124		0.0049		1
10		1296		22500		0.0073		0.0077		1
10		1396		22600		0.0092		0.0066		1
10		1496		22700		0.0119		0.0048		1
10		1596		22800		0.0076		0.0171		1
10		1696		22900		0.0067		0.0081		1
10		1796		23000		0.0131		0.0327		1
10		1896		23100		0.0099		0.0016		1
10		1996		23200		0.0092		0.0017		1
10		2096		23300		0.0088		0.0267		1
10		2196		23400		0.0082		0.0014		1
10		2296		23500		0.0074		0.0054		1
11		40		23600		0.0100		0.0017		1
11		140		23700		0.0076		0.0029		1
11		240		23800		0.0076		0.0065		1
11		340		23900		0.0094		0.0456		1
11		440		24000		0.0075		0.0012		1
11		540		24100		0.0148		0.0955		1
11		640		24200		0.0135		0.0157		1
11		740		24300		0.0184		0.0266		1
11		840		24400		0.0082		0.0028		1
11		940		24500		0.0106		0.0030		1
11		1040		24600		0.0058		0.0019		1
11		1140		24700		0.0073		0.0081		1
11		1240		24800		0.0050		0.0009		1
11		1340		24900		0.0093		0.0045		1
11		1440		25000		0.0108		0.0132		1
11		1540		25100		0.0088		0.0019		1
11		1640		25200		0.0096		0.0010		1
11		1740		25300		0.0080		0.0005		1
11		1840		25400		0.0093		0.0020		1
11		1940		25500		0.0141		0.0072		1
11		2040		25600		0.0187		0.0519		1
11		2140		25700		0.0147		0.0308		1
11		2240		25800		0.0123		0.0277		1
11		2340		25900		0.0143		0.0014		1
12		84		26000		0.0140		0.0072		1
12		184		26100		0.0157		0.0249		1
12		284		26200		0.0107		0.0105		1
12		384		26300		0.0096		0.0063		1
12		484		26400		0.0116		0.0284		1
12		584		26500		0.0088		0.0008		1
12		684		26600		0.0089		0.0013		1
12		784		26700		0.0089		0.0079		1
12		884		26800		0.0077		0.0253		1
12		984		26900		0.0098		0.0030		1
12		1084		27000		0.0085		0.0019		1
12		1184		27100		0.0064		0.0037		1
12		1284		27200		0.0112		0.0023		1
12		1384		27300		0.0085		0.0287		1
12		1484		27400		0.0064		0.0020		1
12		1584		27500		0.0107		0.0008		1
12		1684		27600		0.0108		0.0126		1
12		1784		27700		0.0060		0.0007		1
12		1884		27800		0.0114		0.0038		1
12		1984		27900		0.0089		0.0011		1
12		2084		28000		0.0087		0.0135		1
12		2184		28100		0.0132		0.0034		1
12		2284		28200		0.0071		0.0174		1
13		28		28300		0.0146		0.0270		1
13		128		28400		0.0144		0.1035		1
13		228		28500		0.0119		0.0516		1
13		328		28600		0.0064		0.0013		1
13		428		28700		0.0095		0.0061		1
13		528		28800		0.0134		0.0030		1
13		628		28900		0.0077		0.0018		1
13		728		29000		0.0110		0.0096		1
13		828		29100		0.0093		0.0064		1
13		928		29200		0.0082		0.0350		1
13		1028		29300		0.0079		0.0074		1
13		1128		29400		0.0095		0.0057		1
13		1228		29500		0.0077		0.0026		1
13		1328		29600		0.0108		0.0035		1
13		1428		29700		0.0077		0.0055		1
13		1528		29800		0.0110		0.0283		1
13		1628		29900		0.0088		0.0021		1
13		1728		30000		0.0087		0.0081		1
13		1828		30100		0.0107		0.0039		1
13		1928		30200		0.0102		0.0041		1
13		2028		30300		0.0074		0.0286		1
13		2128		30400		0.0099		0.0005		1
13		2228		30500		0.0093		0.0037		1
13		2328		30600		0.0110		0.0070		1
14		72		30700		0.0077		0.0009		1
14		172		30800		0.0141		0.0678		1
14		272		30900		0.0113		0.0036		1
14		372		31000		0.0077		0.0167		1
14		472		31100		0.0080		0.0031		1
14		572		31200		0.0157		0.0191		1
14		672		31300		0.0118		0.0033		1
14		772		31400		0.0097		0.0038		1
14		872		31500		0.0073		0.0087		1
14		972		31600		0.0121		0.1264		1
14		1072		31700		0.0114		0.0037		1
14		1172		31800		0.0112		0.0116		1
14		1272		31900		0.0081		0.0020		1
14		1372		32000		0.0099		0.0378		1
14		1472		32100		0.0087		0.0031		1
14		1572		32200		0.0122		0.0181		1
14		1672		32300		0.0065		0.0083		1
14		1772		32400		0.0116		0.0091		1
14		1872		32500		0.0091		0.0106		1
14		1972		32600		0.0075		0.0049		1
14		2072		32700		0.0072		0.0021		1
14		2172		32800		0.0111		0.0037		1
14		2272		32900		0.0061		0.1865		1
15		16		33000		0.0075		0.0020		1
15		116		33100		0.0104		0.0069		1
15		216		33200		0.0120		0.0101		1
15		316		33300		0.0091		0.0251		1
15		416		33400		0.0124		0.1892		1
15		516		33500		0.0073		0.0008		1
15		616		33600		0.0075		0.0010		1
15		716		33700		0.0059		0.0011		1
15		816		33800		0.0150		0.0229		1
15		916		33900		0.0081		0.0012		1
15		1016		34000		0.0105		0.0178		1
15		1116		34100		0.0076		0.0026		1
15		1216		34200		0.0080		0.0010		1
15		1316		34300		0.0099		0.0050		1
15		1416		34400		0.0134		0.0019		1
15		1516		34500		0.0090		0.0019		1
15		1616		34600		0.0109		0.0132		1
15		1716		34700		0.0066		0.0006		1
15		1816		34800		0.0109		0.0014		1
15		1916		34900		0.0091		0.0013		1
15		2016		35000		0.0087		0.0041		1
15		2116		35100		0.0093		0.0071		1
15		2216		35200		0.0086		0.0110		1
15		2316		35300		0.0093		0.0104		1
16		60		35400		0.0070		0.0006		1
16		160		35500		0.0095		0.0164		1
16		260		35600		0.0112		0.0187		1
16		360		35700		0.0107		0.0486		1
16		460		35800		0.0105		0.0074		1
16		560		35900		0.0163		0.0103		1
16		660		36000		0.0073		0.0091		1
16		760		36100		0.0197		0.0591		1
16		860		36200		0.0088		0.0018		1
16		960		36300		0.0104		0.0079		1
16		1060		36400		0.0556		0.0432		1
16		1160		36500		0.0116		0.0015		1
16		1260		36600		0.0108		0.0649		1
16		1360		36700		0.0074		0.0014		1
16		1460		36800		0.0102		0.0007		1
16		1560		36900		0.0075		0.0016		1
16		1660		37000		0.0088		0.0112		1
16		1760		37100		0.0114		0.0011		1
16		1860		37200		0.0102		0.0028		1
16		1960		37300		0.0076		0.0023		1
16		2060		37400		0.0078		0.0378		1
16		2160		37500		0.0114		0.2096		1
16		2260		37600		0.0093		0.0032		1
17		4		37700		0.0095		0.0025		1
17		104		37800		0.0097		0.0134		1
17		204		37900		0.0062		0.0019		1
17		304		38000		0.0074		0.0057		1
17		404		38100		0.0085		0.0024		1
17		504		38200		0.0079		0.0813		1
17		604		38300		0.0095		0.0100		1
17		704		38400		0.0062		0.0064		1
17		804		38500		0.0091		0.0141		1
17		904		38600		0.0091		0.0217		1
17		1004		38700		0.0097		0.0074		1
17		1104		38800		0.0082		0.0167		1
17		1204		38900		0.0132		0.0063		1
17		1304		39000		0.0110		0.0010		1
17		1404		39100		0.0087		0.0154		1
17		1504		39200		0.0122		0.0027		1
17		1604		39300		0.0778		0.0730		1
17		1704		39400		0.0103		0.0145		1
17		1804		39500		0.0106		0.0123		1
17		1904		39600		0.0108		0.0021		1
17		2004		39700		0.0076		0.0429		1
17		2104		39800		0.0071		0.0026		1
17		2204		39900		0.0154		0.0542		1
17		2304		40000		0.0089		0.0489		1
18		48		40100		0.0086		0.0037		1
18		148		40200		0.0102		0.0011		1
18		248		40300		0.0069		0.0006		1
18		348		40400		0.0072		0.0018		1
18		448		40500		0.0072		0.0023		1
18		548		40600		0.0059		0.0015		1
18		648		40700		0.0079		0.0012		1
18		748		40800		0.0080		0.0262		1
18		848		40900		0.0123		0.0050		1
18		948		41000		0.0117		0.0012		1
18		1048		41100		0.0097		0.0046		1
18		1148		41200		0.0057		0.0059		1
18		1248		41300		0.0067		0.0852		1
18		1348		41400		0.0064		0.0013		1
18		1448		41500		0.0074		0.0112		1
18		1548		41600		0.0144		0.0034		1
18		1648		41700		0.0087		0.0068		1
18		1748		41800		0.0095		0.0021		1
18		1848		41900		0.0094		0.0015		1
18		1948		42000		0.0121		0.0113		1
18		2048		42100		0.0057		0.0041		1
18		2148		42200		0.0104		0.0010		1
18		2248		42300		0.0082		0.0007		1
18		2348		42400		0.0065		0.0012		1
19		92		42500		0.0110		0.0053		1
19		192		42600		0.0091		0.0028		1
19		292		42700		0.0089		0.0019		1
19		392		42800		0.0067		0.0011		1
19		492		42900		0.0065		0.0011		1
19		592		43000		0.0101		0.0025		1
19		692		43100		0.0088		0.0124		1
19		792		43200		0.0079		0.0011		1
19		892		43300		0.0078		0.0062		1
19		992		43400		0.0062		0.0111		1
19		1092		43500		0.0081		0.0201		1
19		1192		43600		0.0088		0.0008		1
19		1292		43700		0.0081		0.0025		1
19		1392		43800		0.0077		0.0025		1
19		1492		43900		0.0070		0.0090		1
19		1592		44000		0.0042		0.0009		1
19		1692		44100		0.0099		0.0039		1
19		1792		44200		0.0060		0.0024		1
19		1892		44300		0.0085		0.0017		1
19		1992		44400		0.0081		0.0352		1
19		2092		44500		0.0130		0.0408		1
19		2192		44600		0.0121		0.0023		1
19		2292		44700		0.0102		0.0073		1
20		36		44800		0.0089		0.0018		1
20		136		44900		0.0064		0.0084		1
20		236		45000		0.0055		0.0005		1
20		336		45100		0.0093		0.0027		1
20		436		45200		0.0099		0.0048		1
20		536		45300		0.0094		0.0302		1
20		636		45400		0.0322		0.1570		1
20		736		45500		0.0152		0.0114		1
20		836		45600		0.0093		0.0148		1
20		936		45700		0.0104		0.0013		1
20		1036		45800		0.0097		0.0013		1
20		1136		45900		0.0071		0.0118		1
20		1236		46000		0.0329		0.0089		1
20		1336		46100		0.0114		0.0056		1
20		1436		46200		0.0076		0.0382		1
20		1536		46300		0.0113		0.0191		1
20		1636		46400		0.0093		0.0005		1
20		1736		46500		0.0090		0.0083		1
20		1836		46600		0.0069		0.0032		1
20		1936		46700		0.0097		0.0178		1
20		2036		46800		0.0136		0.0084		1
20		2136		46900		0.0078		0.0100		1
20		2236		47000		0.0115		0.0442		1
20		2336		47100		0.0073		0.0187		1
21		80		47200		0.0093		0.0179		1
21		180		47300		0.0070		0.0012		1
21		280		47400		0.0090		0.0014		1
21		380		47500		0.0120		0.0008		1
21		480		47600		0.0073		0.0003		1
21		580		47700		0.0077		0.0135		1
21		680		47800		0.0068		0.0197		1
21		780		47900		0.0098		0.0020		1
21		880		48000		0.0079		0.0128		1
21		980		48100		0.0083		0.0135		1
21		1080		48200		0.0108		0.0036		1
21		1180		48300		0.0091		0.0180		1
21		1280		48400		0.0050		0.0008		1
21		1380		48500		0.0096		0.0305		1
21		1480		48600		0.0083		0.0025		1
21		1580		48700		0.0056		0.0015		1
21		1680		48800		0.0063		0.0041		1
21		1780		48900		0.0130		0.0045		1
21		1880		49000		0.0117		0.0025		1
21		1980		49100		0.0058		0.0265		1
21		2080		49200		0.0063		0.0004		1
21		2180		49300		0.0079		0.0096		1
21		2280		49400		0.0072		0.0036		1
22		24		49500		0.0089		0.0200		1
22		124		49600		0.0072		0.0112		1
22		224		49700		0.0069		0.0175		1
22		324		49800		0.0095		0.0007		1
22		424		49900		0.0064		0.0017		1
22		524		50000		0.0049		0.0007		1
22		624		50100		0.0069		0.0022		1
22		724		50200		0.0057		0.0009		1
22		824		50300		0.0076		0.0049		1
22		924		50400		0.0093		0.0271		1
22		1024		50500		0.0086		0.0042		1
22		1124		50600		0.0135		0.0359		1
22		1224		50700		0.0144		0.0040		1
22		1324		50800		0.0420		0.0657		1
22		1424		50900		0.0096		0.0035		1
22		1524		51000		0.0089		0.0017		1
22		1624		51100		0.0072		0.0019		1
22		1724		51200		0.0103		0.0351		1
22		1824		51300		0.0125		0.0033		1
22		1924		51400		0.0110		0.0010		1
22		2024		51500		0.0070		0.0007		1
22		2124		51600		0.0091		0.0031		1
22		2224		51700		0.0082		0.0005		1
22		2324		51800		0.0108		0.0537		1
23		68		51900		0.0084		0.0009		1
23		168		52000		0.0104		0.0211		1
23		268		52100		0.0071		0.0054		1
23		368		52200		0.0066		0.0010		1
23		468		52300		0.0088		0.0023		1
23		568		52400		0.0060		0.0130		1
23		668		52500		0.0078		0.0010		1
23		768		52600		0.0081		0.0015		1
23		868		52700		0.0078		0.0043		1
23		968		52800		0.0069		0.0005		1
23		1068		52900		0.0063		0.0005		1
23		1168		53000		0.0064		0.0015		1
23		1268		53100		0.0065		0.0019		1
23		1368		53200		0.0110		0.0020		1
23		1468		53300		0.0116		0.0055		1
23		1568		53400		0.0076		0.0025		1
23		1668		53500		0.0061		0.0018		1
23		1768		53600		0.0086		0.0149		1
23		1868		53700		0.0115		0.0306		1
23		1968		53800		0.0101		0.0013		1
23		2068		53900		0.0086		0.0045		1
23		2168		54000		0.0090		0.0015		1
23		2268		54100		0.0071		0.0028		1
24		12		54200		0.0109		0.0283		1
24		112		54300		0.0059		0.0031		1
24		212		54400		0.0086		0.0018		1
24		312		54500		0.0080		0.0011		1
24		412		54600		0.0086		0.0007		1
24		512		54700		0.0050		0.0013		1
24		612		54800		0.0090		0.0075		1
24		712		54900		0.0082		0.0194		1
24		812		55000		0.0052		0.0008		1
24		912		55100		0.0078		0.0006		1
24		1012		55200		0.0083		0.0063		1
24		1112		55300		0.0069		0.0071		1
24		1212		55400		0.0086		0.0008		1
24		1312		55500		0.0091		0.0009		1
24		1412		55600		0.0065		0.0038		1
24		1512		55700		0.0096		0.0012		1
24		1612		55800		0.0074		0.0029		1
24		1712		55900		0.0150		0.0022		1
24		1812		56000		0.0138		0.0272		1
24		1912		56100		0.0116		0.0043		1
24		2012		56200		0.0150		0.0025		1
24		2112		56300		0.0077		0.0073		1
24		2212		56400		0.0081		0.0021		1
24		2312		56500		0.0083		0.0007		1
25		56		56600		0.0111		0.0024		1
25		156		56700		0.0105		0.0182		1
25		256		56800		0.0079		0.0004		1
25		356		56900		0.0077		0.0018		1
25		456		57000		0.0066		0.0158		1
25		556		57100		0.0114		0.0128		1
25		656		57200		0.0087		0.0017		1
25		756		57300		0.0053		0.0088		1
25		856		57400		0.0094		0.1104		1
25		956		57500		0.0063		0.0021		1
25		1056		57600		0.0090		0.0058		1
25		1156		57700		0.0089		0.0019		1
25		1256		57800		0.0079		0.0009		1
25		1356		57900		0.0111		0.0011		1
25		1456		58000		0.0084		0.0046		1
25		1556		58100		0.0070		0.0069		1
25		1656		58200		0.0121		0.0026		1
25		1756		58300		0.0190		0.0316		1
25		1856		58400		0.0093		0.0015		1
25		1956		58500		0.0097		0.0015		1
25		2056		58600		0.0065		0.0252		1
25		2156		58700		0.0094		0.0011		1
25		2256		58800		0.0088		0.0020		1
25		2356		58900		0.0059		0.0038		1
26		100		59000		0.0222		0.0099		1
26		200		59100		0.0074		0.0015		1
26		300		59200		0.0069		0.0015		1
26		400		59300		0.0107		0.0052		1
26		500		59400		0.0073		0.0011		1
26		600		59500		0.0098		0.0013		1
26		700		59600		0.0069		0.0013		1
26		800		59700		0.0073		0.0088		1
26		900		59800		0.0084		0.0014		1
26		1000		59900		0.0086		0.0005		1
26		1100		60000		0.0075		0.0015		1
26		1200		60100		0.0099		0.0008		1
26		1300		60200		0.0074		0.0018		1
26		1400		60300		0.0095		0.0371		1
26		1500		60400		0.0083		0.0054		1
26		1600		60500		0.0162		0.0137		1
26		1700		60600		0.0086		0.0061		1
26		1800		60700		0.0085		0.0008		1
26		1900		60800		0.0078		0.0039		1
26		2000		60900		0.0138		0.0437		1
26		2100		61000		0.0066		0.0032		1
26		2200		61100		0.0123		0.0026		1
26		2300		61200		0.0070		0.0052		1
27		44		61300		0.0061		0.0026		1
27		144		61400		0.0066		0.0019		1
27		244		61500		0.0101		0.0323		1
27		344		61600		0.0083		0.0008		1
27		444		61700		0.0062		0.0032		1
27		544		61800		0.0064		0.0537		1
27		644		61900		0.0050		0.0019		1
27		744		62000		0.0073		0.0064		1
27		844		62100		0.0083		0.0123		1
27		944		62200		0.0111		0.0006		1
27		1044		62300		0.0067		0.0015		1
27		1144		62400		0.0111		0.1044		1
27		1244		62500		0.0078		0.0279		1
27		1344		62600		0.0079		0.0043		1
27		1444		62700		0.0070		0.0114		1
27		1544		62800		0.0062		0.0020		1
27		1644		62900		0.0060		0.0143		1
27		1744		63000		0.0101		0.0061		1
27		1844		63100		0.0062		0.0011		1
27		1944		63200		0.0080		0.0018		1
27		2044		63300		0.0065		0.0032		1
27		2144		63400		0.0092		0.0015		1
27		2244		63500		0.0099		0.0027		1
27		2344		63600		0.0071		0.0083		1
28		88		63700		0.0058		0.0025		1
28		188		63800		0.0061		0.0150		1
28		288		63900		0.0078		0.0023		1
28		388		64000		0.0095		0.0011		1
28		488		64100		0.0060		0.0019		1
28		588		64200		0.0112		0.0011		1
28		688		64300		0.0078		0.0137		1
28		788		64400		0.0055		0.0029		1
28		888		64500		0.0091		0.0327		1
28		988		64600		0.0084		0.0019		1
28		1088		64700		0.0106		0.0018		1
28		1188		64800		0.0067		0.0053		1
28		1288		64900		0.0069		0.0018		1
28		1388		65000		0.0063		0.0015		1
28		1488		65100		0.0077		0.0048		1
28		1588		65200		0.0067		0.0010		1
28		1688		65300		0.0084		0.0079		1
28		1788		65400		0.0075		0.0014		1
28		1888		65500		0.0068		0.0016		1
28		1988		65600		0.0073		0.0008		1
28		2088		65700		0.0126		0.0036		1
28		2188		65800		0.0055		0.0057		1
28		2288		65900		0.0052		0.0153		1
29		32		66000		0.0078		0.0597		1
29		132		66100		0.0077		0.0013		1
29		232		66200		0.0065		0.0110		1
29		332		66300		0.0100		0.0019		1
29		432		66400		0.0109		0.0063		1
29		532		66500		0.0044		0.0182		1
29		632		66600		0.0073		0.0006		1
29		732		66700		0.0046		0.0008		1
29		832		66800		0.0074		0.0020		1
29		932		66900		0.0084		0.0152		1
29		1032		67000		0.0093		0.0043		1
29		1132		67100		0.0066		0.0009		1
29		1232		67200		0.0080		0.1042		1
29		1332		67300		0.0072		0.0080		1
29		1432		67400		0.0070		0.0192		1
29		1532		67500		0.0123		0.0016		1
29		1632		67600		0.0065		0.0021		1
29		1732		67700		0.0080		0.0027		1
29		1832		67800		0.0082		0.0036		1
29		1932		67900		0.0094		0.0034		1
29		2032		68000		0.0092		0.0017		1
29		2132		68100		0.0067		0.0419		1
29		2232		68200		0.0087		0.0040		1
29		2332		68300		0.0056		0.0270		1
30		76		68400		0.0050		0.0128		1
30		176		68500		0.0090		0.0021		1
30		276		68600		0.0061		0.0011		1
30		376		68700		0.0050		0.0573		1
30		476		68800		0.0178		0.0015		1
30		576		68900		0.0094		0.0075		1
30		676		69000		0.0078		0.0014		1
30		776		69100		0.0075		0.0009		1
30		876		69200		0.0064		0.0036		1
30		976		69300		0.0046		0.0038		1
30		1076		69400		0.0088		0.0064		1
30		1176		69500		0.0120		0.0024		1
30		1276		69600		0.0111		0.0037		1
30		1376		69700		0.0058		0.0124		1
30		1476		69800		0.0093		0.0013		1
30		1576		69900		0.0087		0.0060		1
30		1676		70000		0.0086		0.0080		1
30		1776		70100		0.0067		0.0087		1
30		1876		70200		0.0102		0.0023		1
30		1976		70300		0.0125		0.0011		1
30		2076		70400		0.0083		0.0015		1
30		2176		70500		0.0068		0.0053		1
30		2276		70600		0.0101		0.0451		1
31		20		70700		0.0109		0.0143		1
31		120		70800		0.0115		0.0008		1
31		220		70900		0.0135		0.0196		1
31		320		71000		0.0080		0.0008		1
31		420		71100		0.0101		0.0049		1
